"","EGFR","Hypoxia","JAK-STAT","MAPK","NFkB","PI3K","TGFb","TNFa","Trail","VEGF","p53","Androgen","Estrogen","WNT"
"LRMP",0,0,0,0,0,0,0,0,0,-3.31230507,0,0,0,0
"LRP8",0,0,0,4.513004276,0,0,0,0,0,0,0,0,0,0
"LRRC15",0,0,0,0,0,0,2.304595154,0,0,0,0,0,0,0
"LRRC23",0,0,0,0,0,-3.29325311,0,0,0,0,0,0,0,0
"LRRC31",0,0,0,0,0,0,0,0,0,0,0,-5.18102258915,0,0
"LRRC32",0,0,0,0,0,0,5.293595631,0,0,0,0,0,0,0
"LRRFIP2",0,0,0,0,0,0,0,0,0,0,0,4.14418717192,0,0
"LRRN4CL",0,0,0,0,0,0,-3.784515127,0,0,0,0,0,0,0
"LSM12",0,0,0,0,0,0,0,0,-1.978770316,0,0,0,0,0
"LTB",0,0,0,0,3.187568792,0,0,4.827311631,0,0,0,0,0,0
"LTBP2",0,0,0,0,0,0,4.372793935,0,0,0,0,0,0,0
"LY86",0,0,0,0,0,0,0,0,0,0,0,0,0,1.59625220102
"LZTFL1",-1.873876929,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAF",0,0,0,0,0,0,0,0,0,0,0,5.86387138398,0,0
"MAK",0,0,0,0,0,0,0,0,0,0,0,5.31367285271,0,0
"MALT1",0,0,0,0,0,0,0,0,0,0,0,6.66978209415,0,0
"MAN2B2",0,0,0,-1.917606137,0,0,0,0,0,0,0,0,0,0
"MANEA",0,0,0,0,0,0,0,0,0,0,0,-4.00414637037,0,0
"MAP3K8",0,0,0,0,7.399205365,0,0,0,0,0,0,0,0,0
"MAPK7",0,2.631904521,0,0,0,0,0,0,0,0,0,0,0,0
"MARCKS",0,0,0,0,4.761373089,0,0,0,0,0,0,0,0,0
"MBOAT2",0,0,0,0,0,0,0,0,0,0,0,10.4727329721,0,0
"MBTPS1",-1.406601375,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCAM",0,0,0,0,0,5.125082723,0,0,0,0,0,0,0,0
"MCCC1",-2.17032353,0,0,-1.922676327,0,0,0,0,0,0,0,0,0,0
"MCCC2",0,0,0,0,0,0,0,0,0,0,0,2.80800480204,0,0
"MCL1",0,0,0,3.012864996,0,0,0,0,0,0,0,0,0,0
"MCMBP",0,0,0,1.887550735,0,0,0,0,0,0,0,0,0,0
"MDFI",1.160109073,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDM2",0,0,0,0,0,0,0,0,0,0,8.193488269,0,0,0
"MED13L",0,0,0,0,0,0,0,0,0,0,0,0,3.83741058189,0
"MEX3B",0,0,0,0,0,0,3.97829237,0,0,0,0,0,0,0
"MFAP4",0,0,0,0,0,0,5.813038501,0,0,0,0,0,0,0
"MFGE8",0,0,0,0,0,-5.901530455,0,0,0,0,0,0,0,0
"MGST3",0,0,0,-1.452831682,0,0,0,0,0,0,0,0,0,0
"MIER2",0,0,0,0.956640357,0,0,0,0,0,0,0,0,0,0
"MIR100",0,0,0,0,0,0,0,0,0,12.19223627,0,0,0,0
"MIR181B2",0,0,0,0,0,0,3.294149643,0,0,0,0,0,0,0
"MIR199A1",0,0,0,0,0,0,0,0,0,10.24479733,0,0,0,0
"MIR210HG",0,11.49186484,0,0,0,0,0,0,0,0,0,0,0,0
"MIR222",0,0,0,0,0,0,0,0,0,29.41769785,0,0,0,0
"MIR29A",0,0,0,0,0,0,0,0,0,31.14252195,0,0,0,0
"MIR31",0,0,0,0,0,0,0,0,0,18.75434176,0,0,0,0
"MIR323B",0,0,0,0,0,0,0,0,0,-9.343856107,0,0,0,0
"MIR34A",0,0,0,0,0,0,0,0,0,0,11.19059315,0,0,0
"MIR34AHG",0,0,0,0,0,0,0,0,0,9.042703151,0,0,0,0
"MIR503HG",0,0,0,0,0,0,0,0,0,-13.93857445,0,0,0,0
"MIRLET7A2",0,0,0,0,0,0,0,0,0,14.70058281,0,0,0,0
"MISP",0,0,0,0,0,0,0,0,0,0,0,0,-4.33416825574,0
"MLANA",0,0,0,0,0,-9.985742932,0,0,0,0,0,0,0,0
"MMP10",0,0,0,0,0,0,0,8.34742784,0,0,0,0,0,0
"MMP12",0,0,0,0,0,0,0,6.477017109,0,0,0,0,0,0
"MMP13",0,0,0,0,0,0,0,7.105759033,0,0,0,0,0,0
"MMP9",0,0,0,0,0,0,0,12.58875773,0,0,0,0,0,0
"MPC2",0,0,0,0,0,0,0,0,0,0,0,5.88831328709,0,0
"MPHOSPH9",0,0,0,0,0,0,0,0,0,0,0,5.10619862739,0,0
"MPI",0,3.502165309,0,0,0,0,0,0,0,0,0,0,0,0
"MPP6",0,0,0,2.242621575,0,0,0,0,0,0,0,0,0,0
"MPPED2",0,0,0,0,0,0,0,0,0,0,0,0,3.91502173549,0
"MRAS",0,0,0,0,0,0,5.201966581,0,0,0,0,0,0,0
"MRGPRX3",0,0,0,0,0,0,0,10.78621056,0,0,0,0,0,0
"MRPS18A",0,0,0,0,0,0,0,0,0,0,0,3.92493588807,0,0
"MS4A1",0,0,0,0,0,0,0,0,1.479370072,0,0,0,0,0
"MSC",0,0,0,0,6.359206553,0,0,0,0,0,0,0,0,0
"MSH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.863448783565
"MSI1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.00152333996
"MSMB",0,0,0,0,0,0,0,0,0,0,0,0,4.54908081939,0
"MSR1",0,0,0,0,0,0,-1.764838202,0,0,0,0,0,0,0
"MST1",0,0,0,0,0,-4.986885636,0,0,0,0,0,0,0,0
"MSX1",0,0,0,0,0,0,0,0,0,0,0,0,0,4.13090389196
"MSX2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.56657068981
"MTMR9",0,0,0,0,0,0,0,0,0,0,0,6.13064559946,0,0
"MUC19",0,0,0,0,0,0,0,0,0,0,7.040110233,0,0,0
"MURC",0,0,0,0,0,0,4.597343339,0,0,0,0,0,0,0
"MUT",-1.69086957,0,0,0,0,0,0,0,0,0,0,0,0,0
"MX1",0,0,19.38413127,0,0,0,0,0,0,0,0,0,0,0
"MX2",0,0,11.8187031,0,0,0,0,0,0,0,0,0,0,0
"MXI1",0,10.86092145,0,0,0,0,0,0,0,0,0,0,0,0
"MYB",0,0,0,0,0,0,0,0,0,0,0,0,9.4277805658,0
"MYBPC1",0,0,0,0,0,0,0,0,0,0,0,4.60857869284,0,0
"MYD88",0,0,4.304430723,0,0,0,0,0,0,0,0,0,0,0
"MYEOV",1.726632434,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYH14",0,0,0,0,0,0,0,0,0,0,0,0,-2.13654612134,0
"MYL5",0,0,0,0,0,-5.238296461,0,0,0,0,0,0,0,0
"MYNN",0,0,0,0,0,0,0,0,0,0,0,-2.91880437202,0,0
"MYO1A",0.99477812,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYO1B",0,0,0,0,0,0,0,0,0,0,0,0,-5.4741888205,0
"MYO3A",0,0,0,0,0,0,0,0,0,-1.952178042,0,0,0,0
"MYOC",0,0,0,0,0,0,0,0,1.001947096,0,0,0,0,0
"MYOZ1",0,0,0,0,0,0,4.96247485,0,0,0,0,0,0,0
"MZB1",0,0,0,0,0,0,0,0,0,-1.701307412,0,0,0,0
"N4BP2L2",-1.594014646,0,0,0,0,0,0,0,0,0,0,0,0,0
"NADSYN1",0,0,0,0,0,0,0,0,0,0,3.83691258,0,0,0
"NARF",0,4.095149125,0,0,0,0,0,0,0,0,0,0,0,0
"NBEAP1",0,0,0,0,0,0,0,0,0,0,6.712308533,0,0,0
"NBR1",-1.997203364,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCAM1",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.877086430495
"NCAPD3",0,0,0,0,0,0,0,0,0,0,0,8.44090141153,0,0
"NCKAP5",0,0,0,0,0,0,0,0,0,-8.071059398,0,0,0,0
"NCKIPSD",0,2.336982502,0,0,0,0,0,0,0,0,0,0,0,0
"NDRG1",0,22.08711949,0,0,0,0,0,0,0,0,0,0,0,0
"NDST3",0,0,0,0,0,0,0,0,0.966563798,0,0,0,0,0
"NECAP2",0,0,0,0,2.442793501,0,0,2.72740852,0,0,0,0,0,0
"NECTIN4",0,0,0,0,0,0,0,0,0,0,9.308876218,0,0,0
"NEDD9",0,0,0,0,0,0,4.36119281,0,0,0,0,0,0,0
"NENF",0,0,0,0,0,-2.862233449,0,0,0,0,0,0,0,0
"NFAM1",0,0,0,0,0,0,0,0,1.13890912,0,0,0,0,0
"NFKB1",0,0,0,0,9.513636221,0,0,9.348958018,0,0,0,0,0,0
"NFKB2",0,0,0,0,5.515575382,0,0,5.002450148,0,0,0,0,0,0
"NFKBIA",0,0,0,0,11.44453371,0,0,12.56770044,0,0,0,0,0,0
"NFKBIB",0,0,0,0,2.065595878,0,0,2.087127407,0,0,0,0,0,0
"NFKBIE",0,0,0,0,8.211832848,0,0,10.35620537,0,0,0,0,0,0
"NFKBIZ",0,0,0,0,15.12381584,0,0,0,0,0,0,0,0,0
"NGLY1",0,3.504608648,0,0,0,0,0,0,0,0,0,0,0,0
"NID2",0,0,0,0,0,0,0,0,0,-4.917471725,0,0,0,0
"NINJ1",0,0,0,0,8.012250579,0,0,8.560734677,0,0,0,0,0,0
"NINJ2",0,0,0,0,0,0,3.875626596,0,0,0,0,0,0,0
"NKAIN1",0,0,0,0,0,0,0,0,0,0,0,0,4.73154567799,0
"NKD2",0,0,0,0,0,0,0,0,0,3.895383726,0,0,0,0
"NKX3-1",0,0,0,0,2.372983299,0,0,2.871632769,0,0,0,10.6225511027,0,0
"NLGN1",0,0,0,0,0,0,0,0,0,-5.618074933,0,0,0,0
"NLRC5",0,0,6.546845261,0,0,0,0,0,0,0,0,0,0,0
"NMI",0,0,7.432654588,0,0,0,0,0,0,0,0,0,0,0
"NNT",0,0,0,-1.819728215,0,0,0,0,0,0,0,0,0,0
"NOL3",0,3.938029536,0,0,0,0,0,0,0,0,0,0,0,0
"NOX1",0,0,0,0,0,0,-1.045763375,0,0,0,0,0,0,0
"NOX4",0,0,0,0,0,0,5.913813152,0,0,0,0,0,0,0
"NPPC",0,0,0,0,0,0,0,0,0,0,0,4.04611571241,0,0
"NPW",0,0,0,0,0,0,0,0,-2.200019787,0,0,0,0,0
"NPY",0,0,0,0,0,0,0,0,1.606726273,0,0,0,0,0
"NPY1R",0,0,0,0,0,0,0,0,0,0,0,0,10.6645059299,0
"NPY2R",0,0,0,0,0,0,0,0,0,0,0,0,0,1.38723387106
"NR1D2",-3.083272449,0,0,0,0,0,0,0,0,0,0,0,0,0
"NR2E1",0,0,0,0,0,-2.721518098,0,0,0,0,0,0,0,0
"NR5A2",0,0,0,0,0,0,0,0,0,0,0,0,5.15006194006,0
"NRF1",0,0,0,0,0,0,0,0,0,0,-2.351035148,0,0,0
"NRG3",0,0,0,0,0,0,0,0,0,-5.823747329,0,0,0,0
"NRIP1",0,0,0,0,0,0,0,0,0,0,0,0,10.0200104925,0
"NRN1",0,6.727516861,0,0,0,0,0,0,0,0,0,0,0,0
"NSMAF",0,0,0,0,0,0,0,0,0,0,0,3.28454451793,0,0
"NT5E",0,0,0,5.838881391,0,0,0,0,0,0,0,0,0,0
"NT5M",0,0,0,0,0,-3.915130553,0,0,0,0,0,0,0,0
"NTF3",0,0,0,0,0,0,0,0,0,0,0,0,0,2.27388978335
"NUAK1",0,0,0,0,0,0,6.095429922,0,0,0,0,0,0,0
"NUDT19",0,0,0,0,0,0,0,0,0,-9.111368058,0,0,0,0
"NUP50",0,0,0,1.774710735,0,0,0,0,0,0,0,0,0,0
"OAS1",0,0,15.02871459,0,0,0,0,0,0,0,0,0,0,0
"OAS2",0,0,9.624826434,0,0,0,0,0,0,0,0,0,0,0
"OAS3",0,0,10.61884182,0,0,0,0,0,0,0,0,0,0,0
"OASL",0,0,12.71072721,0,0,0,0,0,0,0,0,0,0,0
"OCLM",0,0,0,0,0,0,0,0,0,0,0,0,0,1.25047137373
"ODC1",4.678550829,0,0,0,0,0,0,0,0,0,0,0,0,0
"OGFR",0,0,2.042478138,0,0,0,0,0,0,0,0,0,0,0
"OLFM1",0,0,0,0,0,0,0,0,0,0,0,0,3.75243310871,0
"OLFM2",0,0,0,0,0,0,2.065375989,0,0,0,0,0,0,0
"OLFM4",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42315030737
"OLR1",0,0,0,0,7.842010286,0,0,0,0,0,0,0,0,0
"OPCML",0,0,0,0,0,0,4.467950883,0,0,0,0,0,0,0
"OPRK1",0,0,0,0,0,0,0,0,0,0,0,-5.62607353634,0,0
"OR5K1",0,0,0,0,0,0,0,0,-1.261246054,0,0,0,0,0
"OSER1-AS1",0,0,0,0,0,-7.849135446,0,0,0,0,0,0,0,0
"P2RX1",0,0,0,0,0,0,2.758138292,0,0,0,0,0,0,0
"P2RY14",0,0,0,0,0,0,0,0,0,2.830002095,0,0,0,0
"P4HA1",0,11.06765669,0,0,0,0,0,0,0,0,0,0,0,0
"P4HA2",0,6.280343557,0,0,0,0,0,0,0,0,0,0,0,0
"PADI4",0,0,0,0,0,0,0,0,0,0,4.107730148,0,0,0
"PAEP",0,0,0,0,0,-3.803227554,0,0,0,0,0,0,0,0
"PAK1IP1",0,0,0,0,0,0,0,0,0,0,0,7.6919315634,0,0
"PAM",0,6.264296386,0,0,0,0,0,0,0,0,0,0,0,0
"PARP12",0,0,6.944101053,0,0,0,0,0,0,0,0,0,0,0
"PARP14",0,0,6.397283813,0,0,0,0,0,0,0,0,0,0,0
"PARP9",0,0,8.715151859,0,0,0,0,0,0,0,0,0,0,0
"PAWR",0,0,0,0,0,0,2.553434285,0,0,0,0,0,0,0
"PBLD",0,0,0,-1.977683783,0,0,0,0,0,0,0,0,0,0
"PBX1",0,0,0,-2.999613265,0,0,0,0,0,0,0,0,0,0
"PCMTD2",-2.195375446,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCP4",0,0,0,0,0,0,0,0,0,0,0,0,6.36520077341,0
"PDAP1",0,0,0,0,0,0,0,0,-1.370496603,0,0,0,0,0
"PDE6C",0,0,0,0,0,0,0,0,0,0,3.014135403,0,0,0
"PDE9A",0,0,0,0,0,0,0,0,0,0,0,2.90020939568,0,0
"PDK1",0,13.1204494,0,0,0,0,0,0,0,0,0,0,0,0
"PDK3",0,4.399750739,0,0,0,0,0,0,0,0,0,0,0,0
"PDPN",0,0,0,0,0,0,0,2.354250679,0,0,0,0,0,0
"PEX1",-1.661662409,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEX10",0,0,0,0,0,0,0,0,0,0,0,5.74946026182,0,0
"PEX11G",0,0,0,0,0,-4.454613643,0,0,0,0,0,0,0,0
"PFKFB3",0,14.54719208,0,0,0,0,0,0,0,0,0,0,0,0
"PFKFB4",0,8.940270839,0,0,0,0,0,0,0,0,0,0,0,0
"PFKL",0,3.544616389,0,0,0,0,0,0,0,0,0,0,0,0
"PFKP",0,9.233200906,0,0,0,0,0,0,0,0,0,0,0,0
"PGAM1",0,6.378265135,0,0,0,0,0,0,0,0,0,0,0,0
"PGAP1",0,0,0,0,0,0,0,0,0,0,5.574287107,0,0,0
"PGC",0,0,0,0,0,0,0,0,0,0,0,4.7496332151,0,0
"PGF",0,0,0,0,0,0,0,0,0,0,4.454846512,0,0,0
"PGK1",0,9.993991394,0,0,0,0,0,0,0,0,0,0,0,0
"PGM1",0,7.885834616,0,0,0,0,0,0,0,0,0,0,0,0
"PGR",0,0,0,0,0,0,0,0,0,0,0,0,8.52814244888,0
"PHACTR3",0,0,0,0,0,0,0,0,0,-9.249968612,0,0,0,0
"PHC2",0,0,0,2.395401024,0,0,0,0,0,0,0,0,0,0
"PHF11",0,0,3.861731336,0,0,0,0,0,0,0,0,0,0,0
"PHF8",0,0,0,0,0,0,0,0,0,0,0,1.86964493558,0,0
"PHLDA1",6.619626129,0,0,7.045289229,0,0,0,0,0,0,0,0,0,0
"PHLDA2",3.505138341,0,0,3.858238654,0,0,0,0,0,0,0,0,0,0
"PHLDA3",0,0,0,0,0,0,0,0,0,0,6.790437343,0,0,0
"PIDD1",0,0,0,0,0,0,0,0,0,0,5.960640724,0,0,0
"PIEZO2",0,0,0,0,0,0,0,0,0,-1.891097004,0,0,0,-1.05133509247
"PIK3C2B",0,0,0,-2.752686573,0,0,0,0,0,0,0,0,0,0
"PIK3R3",0,0,0,0,0,0,0,0,0,0,0,0,-5.49749606658,0
"PKHD1L1",0,0,0,0,0,0,0,0,0,-2.105204039,0,0,0,0
"PKM",0,4.745179717,0,0,0,0,0,0,0,0,0,0,0,0
"PKNOX2",0,0,0,0,0,0,2.04849174,0,0,0,0,0,0,0
"PLA2R1",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1473081003
"PLAC1",0,0,0,0,0,0,0,0,0,0,0,0,5.06711601484,0
"PLAU",0,0,0,0,0,0,0,11.49288416,0,0,0,0,0,0
"PLCB4",0,0,0,0,0,0,3.933890285,0,0,0,0,0,0,0
"PLEK2",3.439256964,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLN",0,0,0,0,0,0,2.748323222,0,0,0,0,0,0,0
"PLOD1",0,6.610224849,0,0,0,0,0,0,0,0,0,0,0,0
"PLOD2",0,13.60014401,0,0,0,0,0,0,0,0,0,0,0,0
"PLPP2",0,0,0,0,0,0,0,0,0,0,0,0,-4.47476054597,0
"PLSCR1",0,0,8.481603173,0,0,0,0,0,0,0,0,0,0,0
"PLSCR2",0,0,1.506671203,0,0,0,0,0,0,0,0,0,0,0
"PLTP",0,0,0,0,0,0,0,0,0,0,6.885032885,0,0,0
"PMEL",0,0,0,0,0,-6.590348248,0,0,0,0,0,0,0,0
"PMEPA1",0,0,0,0,0,0,8.096140881,0,0,0,0,10.9989122239,0,0
"PML",0,0,3.608525277,0,0,0,0,0,0,0,0,0,0,0
"PNISR",-1.595388043,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNP",4.643619942,0,0,4.910464032,0,0,0,0,0,0,0,0,0,0
"PODNL1",0,0,0,0,0,0,2.148909684,0,0,0,0,0,0,0
"POLH",0,0,0,0,0,0,0,0,0,0,5.176012643,0,0,0
"POLR3G",0,0,0,2.829483976,0,0,0,0,0,0,0,0,0,0
"POP4",0,-2.314412634,0,0,0,0,0,0,0,0,0,0,0,0
"POT1",-1.833300858,0,0,0,0,0,0,0,0,0,0,0,0,0
"POT1-AS1",0,0,0,0,0,0,0,0,0,-7.699582951,0,0,0,0
"PP12708",0,0,0,0,0,0,0,0,0,-3.003598729,0,0,0,0
"PP13439",0,0,0,0,0,0,0,0,-1.748358533,0,0,0,0,0
"PPFIA4",0,10.83761456,0,0,0,0,0,0,0,0,0,0,0,0
"PPIF",0,0,0,0,0,0,0,0,0,0,0,0,10.130802152,0
"PPM1D",0,0,0,0,0,0,0,0,0,0,6.249520581,0,0,0
"PPP2CB",0,0,0,0,0,0,0,0,0,0,0,2.35261800325,0,0
"PPP2R5B",0,3.482583396,0,0,0,0,0,0,0,0,0,0,0,0
"PPP4R4",0,0,0,0,2.427471575,0,0,3.328054609,0,0,0,0,0,0
"PRCP",0,0,0,-1.278684441,0,0,0,0,0,0,0,0,0,0
"PRDM1",0,0,0,0,4.416532347,0,0,0,0,0,0,0,0,0
"PRDM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0.987983717211
"PRKAB1",0,0,0,0,0,0,0,0,0,0,4.520029459,0,0,0
"PRKD2",0,0,2.155494878,0,0,0,0,0,0,0,0,0,0,0
"PRNP",0,0,0,2.597310807,0,0,0,0,0,0,0,0,0,0
"PRR7-AS1",0,0,0,0,0,6.936322002,0,0,0,0,0,0,0,0
"PRSS23",0,0,0,0,0,0,0,0,0,0,0,0,8.75522282336,0
"PRSS53",0,1.974506232,0,0,0,0,0,0,0,0,0,0,0,0
"PSMB8",0,0,5.869684021,0,0,0,0,0,0,0,0,0,0,0
"PSMB8-AS1",0,0,4.496055036,0,0,0,0,0,0,0,0,0,0,0
"PSMB9",0,0,8.158511506,0,0,0,0,0,0,0,0,0,0,0
"PSMD8",0,0,0,0,0,0,0,0,0,0,0,3.65732836091,0,0
"PSMG3-AS1",0,0,0,0,0,-8.013276583,0,0,0,0,0,0,0,0
"PTCH1",0,0,0,0,0,0,0,0,0,-2.784163823,0,0,0,0
"PTHLH",3.613976653,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTX3",0,0,0,0,21.24789564,0,0,21.50273417,0,0,0,0,0,0
"PWP2",1.172488384,0,0,1.332212199,0,0,0,0,0,0,0,0,0,0
"QRSL1",0,-2.245297808,0,0,0,0,0,0,0,0,0,0,0,0
"RAB20",0,4.256260325,0,0,0,0,0,0,0,0,0,0,0,0
"RAB26",0,0,0,-3.438978272,0,0,0,0,0,0,0,0,0,0
"RAB27B",0,0,0,0,0,0,0,0,0,0,0,0,-5.88914566171,0
"RAB33B",-1.783642816,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB37",0,0,0,0,0,0,0,0,2.947927918,0,0,0,0,0
"RAB3B",0,0,0,0,0,0,0,0,0,0,0,4.39309957965,0,0
"RAB5B",0,0,0,-2.080450642,0,0,0,0,0,0,0,0,0,0
"RAB9A",0,0,0,0,0,0,0,0,0,0,0,0,-6.00777315701,0
"RABGAP1",-1.269400259,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAG2",0,0,0,0,0,0,0,0,1.571449059,0,0,0,0,0
"RAP2B",0,0,0,0,0,0,0,0,0,0,0,0,0,2.32707816213
"RAPGEFL1",0,0,0,0,0,0,0,0,0,0,0,0,10.544895916,0
"RARA",0,0,0,0,0,0,0,0,0,0,0,0,3.02158025348,0
"RASD2",0,0,0,0,0,0,3.384557152,0,0,0,0,0,0,0
"RASGRP2",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28386241053
"RASL11B",0,0,0,0,0,0,2.72300987,0,0,0,0,0,0,0
"RBBP8",0,0,0,0,0,0,0,0,0,0,0,0,6.83400284824,0
"RBM48",-1.053774238,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBMS2",0,0,0,0,0,0,0,0,0,0,0,0,0,2.11730003842
"RBPJ",0,3.851456746,0,0,0,0,0,0,0,0,0,0,0,0
"RCL1",0,0,0,0,0,0,0,0,0,0,0,0,4.21924727177,0
"RCOR3",-1.670772393,0,0,0,0,0,0,0,0,0,0,0,0,0
"REL",0,0,0,0,4.709972557,0,0,0,0,0,0,0,0,0
"RELB",0,0,0,0,7.779221973,0,0,9.264593785,0,0,0,0,0,0
"RET",0,0,0,0,0,0,0,0,0,0,0,0,10.7180267789,0
"RETSAT",0,0,0,0,0,0,0,0,0,0,7.136727986,0,0,0
"RFLNB",0,0,0,0,0,0,7.309130128,0,0,0,0,0,0,0
"RGAG4",0,0,0,0,0,0,0,0,0,0,4.585514535,0,0,0
"RGL1",0,0,0,0,0,0,0,0,0,9.312973587,0,0,0,0
"RGS10",0,0,0,0,0,-3.880397339,0,0,0,0,0,0,0,0
"RGSL1",0,0,0,0,0,0,0,0,0.831747421,0,0,0,0,0
"RHBDF1",0,0,0,0,0,0,0,0,0,0,0,0,-3.65846843274,0
"RHBDL2",0,0,0,0,0,0,0,3.677837371,0,0,0,0,0,0
"RHCG",0,0,0,0,0,0,0,3.101600356,0,0,0,0,0,0
"RHEBL1",0,0,0,0,0,0,0,0,4.128711529,0,0,0,0,0
"RINL",0,0,0,0,0,0,0,0,0,0,4.514689687,0,0,0
"RIOK3",0,3.730301284,0,0,0,0,0,0,0,0,0,0,0,0
"RIPK2",0,0,0,0,5.979752131,0,0,5.572407894,0,0,0,0,0,0
"RLF",0,7.070285475,0,0,0,0,0,0,0,0,0,0,0,0
"RLN2",0,0,0,0,0,0,0,0,0,0,0,0,6.71852324093,0
"RNASEH2B",0,0,0,0,0,0,0,0,0,0,0,0,0,1.05685087869
"RND1",0,0,0,0,0,0,0,4.684880683,0,0,0,0,0,0
"RNF114",0,0,2.491567549,0,0,0,0,0,0,0,0,0,0,0
"RNF138",0,0,0,2.355742207,0,0,0,0,0,0,0,0,0,0
"RNF146",-2.170821164,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF175",0,0,0,0,0,0,0,0,2.800903061,0,0,0,0,0
"RNF19B",0,0,0,0,6.707004337,0,0,0,0,0,0,0,0,0
"RNF213",0,0,4.937516057,0,0,0,0,0,0,0,0,0,0,0
"RNF24",0,3.853058942,0,0,0,0,0,0,0,0,0,0,0,0
"RNF43",0,0,0,0,0,0,0,0,0,0,0,0,-5.41598767784,3.62818214446
"RNU105B",0,0,0,0,0,0,0,0,0,-6.35747091,0,0,0,0
"RORA",0,4.50877176,0,0,0,0,0,0,0,0,0,0,0,0
"RORB",0,0,0,0,0,0,0,0,0,-2.774477402,0,0,0,0
"RPS27L",0,0,0,0,0,0,0,0,0,0,6.251164528,0,0,0
"RPS29",0,0,0,0,0,-5.844440866,0,0,0,0,0,0,0,0
"RRM2B",0,0,0,0,0,0,0,0,0,0,10.63292768,0,0,0
"RRP12",0,0,0,0,0,0,0,0,-1.140568663,0,0,0,0,0
"RSAD2",0,0,22.89872743,0,0,0,0,0,0,0,0,0,0,0
"RTP4",0,0,9.451139676,0,0,0,0,0,0,0,0,0,0,0
"RUBCNL",0,0,0,0,0,0,0,0,0,0,0,0,0,2.90072733261
"RUSC2",0,0,0,0,0,0,2.353179566,0,0,0,0,0,0,0
"RXFP1",0,0,0,0,0,0,-2.27771793,0,0,0,0,0,0,0
"S100A1",0,0,0,0,0,-3.988923956,0,0,0,0,0,0,0,0
"SAMD11",0,0,0,0,0,0,4.983084704,0,0,0,0,0,0,0
"SAMD9",0,0,10.42621916,0,0,0,0,0,0,0,0,0,0,0
"SAMD9L",0,0,10.5628991,0,0,0,0,0,0,0,0,0,0,0
"SAMHD1",0,0,7.133444859,0,0,0,0,0,0,0,0,0,0,0
"SAP30",0,2.905750988,0,0,0,0,0,0,0,0,0,0,0,0
"SBSPON",0,0,0,0,0,0,0,0,0,0,0,0,0,1.4732102099
