"","EGFR","Hypoxia","JAK-STAT","MAPK","NFkB","PI3K","TGFb","TNFa","Trail","VEGF","p53","Androgen","Estrogen","WNT"
"SCAP",0,0,0,0,0,0,0,0,0,0,0,2.92921089044,0,0
"SCML4",0,0,0,0,0,0,0,0,0,-1.878268206,0,0,0,0
"SCN3B",0,0,0,0,0,0,0,0,0,0,4.859001751,0,0,0
"SCNN1D",0,0,0,0,0,0,0,0,-1.420045806,0,0,0,0,0
"SCPEP1",0,0,0,-1.932565104,0,0,0,0,0,0,0,0,0,0
"SDC4",0,0,0,0,8.153400365,0,0,8.122776208,0,0,0,0,0,0
"SDCCAG3",0,0,0,1.564153677,0,0,0,0,0,0,0,0,0,0
"SDK2",0,0,0,0,0,0,0,0,0,0,0,0,1.87704625885,0
"SEC14L2",0,0,0,0,0,0,0,0,0,0,0,4.38852738911,5.23907790111,0
"SEC31B",0,0,0,0,0,0,0,0,0,0,0,0,0,1.44708283337
"SEC61G",0,4.741112934,0,0,0,0,0,0,0,0,0,0,0,0
"SECTM1",0,0,5.993229884,0,0,0,0,0,0,0,0,0,0,0
"SEL1L3",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62188109405
"SELENOP",0,0,0,0,0,0,0,0,0,0,0,6.33678058131,0,0
"SEMA7A",0,0,0,0,0,0,3.894772045,0,0,0,0,0,0,0
"SENP5",0,0,0,0,0,0,0,0,0,1.865549457,0,0,0,0
"SENP7",-2.110343783,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERPINA3",0,0,0,0,0,0,0,11.40579932,0,0,0,0,0,0
"SERPINB5",0,0,0,0,0,0,0,0,0,0,4.79640561,0,0,0
"SESN1",0,0,0,0,0,0,0,0,0,0,12.5292289,0,0,0
"SFRP5",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07940364175
"SGCG",0,0,0,0,0,0,0,0,0,0,0,0,-4.18181325248,0
"SGK1",0,0,0,0,0,0,0,0,0,0,0,12.8168418138,0,0
"SGPL1",0,0,0,0,0,0,2.583923273,0,0,0,0,0,0,0
"SGPP2",0,0,0,0,7.416978194,0,0,0,0,0,0,0,0,0
"SH2D5",2.432132976,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH3BGRL",0,0,0,-2.723446509,0,0,0,0,0,0,0,0,0,0
"SH3BP4",0,0,0,0,0,0,0,0,0,0,0,0,-4.87774227508,0
"SH3PXD2A",0,0,0,0,0,0,3.879791809,0,0,0,0,0,0,0
"SI",0,0,0,0,0,0,0,0,0,0,0,-5.79500307445,0,0
"SIAH2",0,0,0,0,0,0,0,0,0,0,0,0,9.43676093773,0
"SIDT1",0,0,0,0,0,0,0,0,0,0,0,0,-4.23204663804,0
"SIDT2",0,0,0,-2.752710875,0,0,0,0,0,0,0,0,0,0
"SIGLEC6",0,0,0,0,0,0,0,0,0,0,0,0,0,2.0207361471
"SIRT2",0,0,0,-1.323283137,0,0,0,0,0,0,0,0,0,0
"SKIL",0,0,0,0,0,0,4.274181219,0,0,0,0,0,0,0
"SLC11A2",0,0,0,0,2.686648039,0,0,0,0,0,0,0,0,0
"SLC15A2",0,0,0,0,0,0,0,0,0,0,0,5.13992665138,0,0
"SLC15A3",0,0,4.260739183,0,0,0,0,0,0,0,0,0,0,0
"SLC18A1",0,0,0,0,0,4.652092527,0,0,0,0,0,0,0,0
"SLC20A1",0,0,0,6.810352967,0,0,0,0,0,0,0,0,0,0
"SLC22A5",0,0,0,0,0,0,0,0,0,0,0,0,7.73829566495,0
"SLC25A24",0,0,0,0,0,0,0,0,0,0,0,0,3.66548160476,0
"SLC25A28",0,0,3.933461654,0,0,0,0,0,0,0,0,0,0,0
"SLC25A36",0,5.32904399,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A4",0,0,0,0,0,-3.738839891,0,0,0,0,0,0,0,0
"SLC27A1",0,0,0,0,0,-8.32992084,0,0,0,0,0,0,0,0
"SLC2A1",0,8.67915398,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A6",0,0,0,0,9.729988099,0,0,10.24910834,0,0,0,0,0,0
"SLC35F2",0,0,0,2.850982002,0,0,0,0,0,0,0,0,0,0
"SLC38A4",0,0,0,0,0,0,0,0,0,0,0,7.36380493768,0,0
"SLC41A2",0,0,0,0,4.915006504,0,0,5.35799494,0,0,0,0,0,0
"SLC44A5",0,0,0,0,0,0,0,0,0,0,5.04342092,0,0,0
"SLC45A3",1.902438902,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC4A7",0,0,0,2.709494994,0,0,0,0,0,0,0,0,0,0
"SLC52A1",0,0,0,0,0,0,0,0,0,0,4.155589846,0,0,0
"SLC7A5",0,0,0,0,0,0,0,0,0,0,0,0,11.2240689529,0
"SLC7A8",0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4843729916
"SLC7A9",0,0,0,0,0,0,0,0,1.215710769,0,0,0,0,0
"SLC9A1",0,0,0,0,0,0,0,0,0,0,0,0,-2.59442657319,0
"SLCO2A1",0,0,0,0,0,0,4.869788433,0,0,0,0,0,0,0
"SLCO4A1",0,0,0,4.084538144,0,0,0,0,0,0,0,0,0,0
"SLCO4A1-AS1",0,0,0,0,0,-7.831940576,0,0,0,0,0,0,0,0
"SLITRK3",0,0,0,0,0,0,0,0,0,0,0,-3.32064361336,0,0
"SMAD1",0,0,0,0,0,0,0,0,0,-3.801111564,0,0,0,0
"SMAD6",0,0,0,0,0,0,2.798265386,0,0,0,0,0,0,0
"SMAD7",0,0,0,0,0,0,7.631143375,0,0,0,0,0,0,0
"SMCO3",0,0,0,0,0,0,0,0,0,-2.101984572,0,0,0,0
"SMG1P5",0,0,0,0,0,0,0,0,-4.048783121,0,0,0,0,0
"SMIM10L2A",0,0,0,0,0,0,0,0,0,0,6.372565195,0,0,0
"SMIM19",0,0,0,0,0,-7.210559012,0,0,0,0,0,0,0,0
"SMURF1",0,0,0,0,0,0,1.538153233,0,0,0,0,0,0,0
"SMURF2",0,0,0,3.030161763,0,0,0,0,0,0,0,0,0,0
"SNAI1",0,0,0,0,0,0,3.568173931,0,0,0,0,0,0,0
"SNAI2",0,0,0,0,0,0,0,0,0,0,0,19.8215089854,0,0
"SNCAIP",0,0,0,0,0,0,0,0,0,0,0,0,0,1.43635014664
"SNORA70E",0,0,0,0,0,0,0,0,0,-8.300003611,0,0,0,0
"SNORD114-2",0,0,0,0,0,0,0,0,0,-13.38599286,0,0,0,0
"SNTB1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.76849258398
"SNX24",0,0,0,0,0,0,0,0,0,0,0,0,6.89935571746,0
"SOCS3",0,0,0,0,4.511914559,0,0,0,0,0,0,0,0,0
"SOD2",0,0,0,0,11.15615017,0,0,13.62311027,0,0,0,0,0,0
"SORD",0,0,0,0,0,0,0,0,0,0,0,5.77756578443,0,0
"SP100",0,0,4.476509316,0,0,0,0,0,0,0,0,0,0,0
"SP110",0,0,8.678712721,0,0,0,0,0,0,0,0,0,0,0
"SP140L",0,0,2.337863254,0,0,0,0,0,0,0,0,0,0,0
"SPAG4",0,10.21307147,0,0,0,0,0,0,0,0,0,0,0,0
"SPAG6",0,0,0,0,0,0,0,0,0,-1.570915269,0,0,0,0
"SPATA18",0,0,0,0,0,0,0,0,0,0,7.848997965,0,0,0
"SPATA2L",1.756497668,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPDEF",0,0,0,0,0,0,0,0,0,0,0,3.75095128457,0,0
"SPECC1",0,0,0,0,0,0,2.574113753,0,0,0,0,0,0,0
"SPG11",0,0,0,-1.337883685,0,0,0,0,0,0,0,0,0,0
"SPHK1",0,0,0,0,0,0,6.090111539,0,0,0,0,0,0,0
"SPINK2",0,0,0,0,0,0,0,0,1.333166094,-1.891189378,0,0,0,0
"SPOCD1",4.295689401,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPRED1",0,0,0,6.209948244,0,0,0,0,0,0,0,0,0,0
"SPRED2",0,0,0,3.501834641,0,0,0,0,0,0,0,0,0,0
"SPRY2",0,0,0,9.481584748,0,0,0,0,0,0,0,0,0,0
"SPRY4",0,0,0,10.11447054,0,0,0,0,0,0,0,0,0,0
"SPSB3",0,0,0,0,0,-6.533728558,0,0,0,0,0,0,0,0
"SQRDL",0,0,0,0,0,0,0,5.956715168,0,0,0,0,0,0
"SRGAP2",0,0,0,0,0,0,0,0,0,-4.340003644,0,0,0,0
"SRGAP3",0,0,0,0,0,0,0,0,0,0,2.518547605,0,0,0
"SRGN",0,0,0,0,0,0,0,3.951328386,0,0,0,0,0,0
"SRP14",0,0,0,-1.594412343,0,0,0,0,0,0,0,0,0,0
"STAG1",0,0,0,0,0,0,0,0,0,0,-3.865113349,0,0,0
"STAT1",0,0,9.083936566,0,0,0,0,0,0,0,0,0,0,0
"STAT2",0,0,4.147176068,0,0,0,0,0,0,0,0,0,0,0
"STAT5A",0,0,0,0,3.986561003,0,0,0,0,0,0,0,0,0
"STC2",0,0,0,0,0,0,0,0,0,0,0,0,10.2860517134,0
"STEAP4",0,0,0,0,0,0,0,0,0,0,0,9.19433931111,0,0
"STK17A",0,0,0,2.940566877,0,0,0,0,0,0,0,0,0,0
"STK39",0,0,0,0,0,0,0,0,0,0,0,6.93412462041,0,0
"STX11",0,0,0,0,4.525232449,0,0,0,0,0,0,0,0,0
"STX1A",0,0,0,2.215151214,0,0,0,0,0,0,0,0,0,0
"STX6",0,0,0,0,0,0,0,0,0,0,3.465799996,0,0,0
"STX8",0,0,0,-1.106406425,0,0,0,0,0,0,0,0,0,0
"SYF2",-1.407635752,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYK",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.72470371194
"SYNDIG1",0,0,0,0,0,0,1.83640386,0,0,0,0,0,0,0
"SYT12",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25326075663
"SYT15",0,0,0,0,0,0,3.857743154,0,0,0,0,0,0,0
"SYTL2",0,0,0,0,0,0,0,0,0,0,0,-5.38953615735,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.954038286972
"TACC1",0,0,0,0,0,0,0,0,0,0,0,0,-3.37486737164,0
"TAP1",0,0,9.777638343,0,0,0,0,0,0,0,0,0,0,0
"TAP2",0,0,3.592260361,0,0,0,0,0,0,0,0,0,0,0
"TAPBP",0,0,0,0,0,0,0,3.979742517,0,0,0,0,0,0
"TAS2R5",0,0,0,0,0,0,0,0,-2.176068075,0,0,0,0,0
"TAS2R9",0,0,0,0,0,0,0,0,1.117047785,0,0,0,0,0
"TBC1D15",0,0,0,0,0,-5.41263104,0,0,0,0,0,0,0,0
"TCOF1",0,0,0,2.211578055,0,0,0,0,0,0,0,0,0,0
"TCTN2",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.51731000002
"TDRD7",0,0,6.56664682,0,0,0,0,0,0,0,0,0,0,0
"TDRKH",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71027369375
"TEC",0,0,0,0,0,0,0,0,2.051321639,0,0,0,0,0
"TESPA1",0,0,0,0,0,0,0,0,0.966658874,0,0,0,0,0
"TEX37",0,0,0,0,0,0,0,0,0,0,3.038482578,0,0,0
"TFDP2",0,0,0,0,0,-5.673588227,0,0,0,0,0,0,0,0
"TFF1",0,0,0,0,0,0,0,0,0,0,0,0,14.4302547293,0
"TGFB3",0,0,0,0,0,0,0,0,0,0,0,0,-5.33026789517,0
"THNSL2",0,0,0,0,0,-4.318340579,0,0,0,0,0,0,0,0
"TIAM1",0,0,0,0,0,0,0,0,0,0,0,0,4.47348368321,0
"TICAM1",0,0,0,0,3.492084674,0,0,3.463756663,0,0,0,0,0,0
"TIFA",0,0,0,0,5.144112446,0,0,6.052292772,0,0,0,0,0,0
"TIGAR",0,0,0,0,0,0,0,0,0,0,10.15149541,0,0,0
"TLDC2",0,0,0,0,0,0,0,0,1.747164456,0,0,0,0,0
"TLE1",0,0,0,0,0,0,0,0,0,0,0,0,-4.10217257102,0
"TLE4",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73347206901
"TLL1",0,0,0,0,0,0,0,0,0,0,0,-2.46391807731,0,0
"TLR10",0,0,0,0,0,0,0,0,-1.518578264,0,0,0,0,0
"TLR2",0,0,0,0,5.414219976,0,0,7.039357768,0,0,0,0,0,0
"TMCC3",0,0,0,0,0,0,0,0,0,7.271993919,0,0,0,0
"TMEM135",0,0,0,0,0,0,0,0,0,0,0,0,-3.50320154881,0
"TMEM140",0,0,5.107141044,0,0,0,0,0,0,0,0,0,0,0
"TMEM217",0,0,0,0,3.35381326,0,0,4.03815068,0,0,0,0,0,0
"TMEM259",0,0,0,0,0,0,0,0,-1.490116466,0,0,0,0,0
"TMEM27",0,0,0,0,0,0,0,0,0,0,6.829341076,0,0,0
"TMEM42",0,0,0,0,0,-7.989326748,0,0,0,0,0,0,0,0
"TMEM45A",0,17.87680016,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM59",-1.864066427,0,0,-2.264272963,0,0,0,0,0,0,0,0,0,0
"TMEM62",0,0,2.306935299,0,0,0,0,0,0,0,0,0,0,0
"TMEM63B",0,0,0,0,0,0,0,0,0,0,4.807352227,0,0,0
"TMEM74",0,0,0,0,0,0,0,0,1.232064792,0,0,0,0,0
"TMPRSS2",0,0,0,0,0,0,0,0,0,0,0,11.4906307374,0,0
"TMUB2",0,0,0,-1.67381618,0,0,0,0,0,0,0,0,0,0
"TMX2",0,-3.697944018,0,0,0,0,0,0,0,0,0,0,0,0
"TNF",0,0,0,0,18.63926206,0,0,0,0,0,0,0,0,0
"TNFAIP1",0,0,0,0,0,0,0,2.778549385,0,0,0,0,0,0
"TNFAIP2",0,0,0,0,10.91080739,0,0,12.2137267,0,0,0,0,0,0
"TNFAIP3",0,0,0,0,28.37375231,0,0,35.40071755,0,0,0,0,0,0
"TNFAIP6",0,0,0,0,19.18226346,0,0,0,0,0,0,0,0,0
"TNFAIP8",0,0,0,0,4.936823805,0,0,0,0,0,0,0,0,0
"TNFRSF10A",0,0,0,5.173044327,0,0,0,0,0,0,0,0,0,0
"TNFRSF10B",0,0,0,0,0,0,0,0,0,0,6.009459388,0,0,0
"TNFRSF9",0,0,0,0,5.996059048,0,0,0,0,0,0,0,0,0
"TNFSF15",0,0,0,0,6.245847275,0,0,0,0,0,0,0,0,0
"TNFSF4",0,0,0,0,0,0,5.503893035,0,0,0,0,0,0,0
"TNIP1",0,0,0,0,6.134726677,0,0,6.429594434,0,0,0,0,0,0
"TNIP2",0,0,0,0,3.310727351,0,0,3.394289978,0,0,0,0,0,0
"TNIP3",0,0,0,0,8.259340938,0,0,0,0,0,0,0,0,0
"TNNI3",0,0,0,0,0,-3.672194422,0,0,0,0,0,0,0,0
"TNS3",0,0,0,-2.726463813,0,0,0,0,0,0,0,0,0,0
"TOP1",0,0,0,3.633408801,0,0,0,0,0,0,0,0,0,0
"TP53I3",0,0,0,0,0,0,0,0,0,0,18.26114733,0,0,0
"TP53INP1",0,0,0,0,0,0,0,0,0,0,8.658382263,0,0,0
"TPD52",0,0,0,0,0,0,0,0,0,0,0,4.54571137515,0,0
"TPD52L1",0,0,0,0,0,0,0,0,0,0,0,0,10.085513349,0
"TPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.0144342317
"TPM1",0,0,0,0,0,0,4.595360809,0,0,0,0,0,0,0
"TPPP",0,0,0,0,0,-2.543118161,0,0,0,0,0,0,0,0
"TRAF1",0,0,0,0,10.3355766,0,0,9.396001195,0,0,0,0,0,0
"TRANK1",0,0,3.588874685,0,0,0,0,0,0,0,0,0,0,0
"TRH",0.771964661,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIAP1",0,0,0,0,0,0,0,0,0,0,6.422788982,0,0,0
"TRIB1",3.917794383,0,0,4.182943072,0,0,0,0,0,0,0,0,0,0
"TRIM14",0,0,3.037958851,0,0,0,0,0,0,0,0,0,0,0
"TRIM21",0,0,6.674188117,0,0,0,0,0,0,0,0,0,0,0
"TRIM22",0,0,10.5674575,0,0,0,0,0,0,0,0,0,0,0
"TRIM25",0,0,3.414130921,0,0,0,0,0,0,0,0,0,0,0
"TRIM38",0,0,3.492726146,0,0,0,0,0,0,0,0,0,0,0
"TRIM47",0,0,0,0,0,0,0,5.244304088,0,0,0,0,0,0
"TRIM5",0,0,3.423490343,0,0,0,0,0,0,0,0,0,0,0
"TRIM52",-2.012160332,0,0,-2.201190387,0,0,0,0,0,0,0,0,0,0
"TRIM63",0,0,0,0,0,-5.528597674,0,0,0,0,0,0,0,0
"TRIM72",0,0,0,0,0,0,0,0,1.586638555,0,0,0,0,0
"TRIP10",0,0,0,0,4.167561749,0,0,0,0,0,0,0,0,0
"TRMT2B",0,0,0,0,0,0,0,0,0,0,0,0,0,1.80002842507
"TRPM8",0,0,0,0,0,0,0,0,0,0,0,3.83541868895,0,0
"TSHZ2",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23388644759
"TSNARE1",0,0,0,0,0,-2.431503301,0,0,0,0,0,0,0,0
"TSPAN2",0,0,0,0,0,0,5.502326116,0,0,0,0,0,0,0
"TSPAN3",0,0,0,0,0,0,0,0,0,0,0,-3.04694823602,0,0
"TTC12",0,0,0,0,0,-3.184873043,0,0,0,0,0,0,0,0
"TTC28",0,0,0,0,0,0,0,0,0,-2.073896422,0,0,0,0
"TTC33",-1.384408982,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUBB4B",4.084510208,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUBB7P",0.99687917,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUFT1",0,0,0,0,0,0,6.010991297,0,0,0,0,0,0,0
"TYMP",0,0,0,0,0,0,0,4.018625143,0,0,0,0,0,0
"TYR",0,0,0,0,0,-5.076854089,0,0,0,0,0,0,0,0
"UAP1",0,0,0,0,0,0,0,0,0,0,0,7.62235942884,0,0
"UAP1L1",0,0,0,0,0,0,0,0,2.797372356,0,0,0,0,0
"UBA2",0,0,0,2.079878488,0,0,0,0,0,0,0,0,0,0
"UBALD2",0,0,0,0,0,-9.985377465,0,0,0,0,0,0,0,0
"UBASH3B",0,0,0,4.967624012,0,0,0,0,0,0,0,0,0,0
"UBE2J1",0,0,0,0,0,0,0,0,0,0,0,3.76002103397,0,0
"UBE2L6",0,0,8.215585126,0,0,0,0,0,0,0,0,0,0,0
"UBE2Q2P1",0,0,0,0,0,0,0,0,0,-9.715835344,0,0,0,0
"UBE2Z",0,0,0,0,2.152932766,0,0,2.248799622,0,0,0,0,0,0
"UNC5B",0,0,0,0,0,0,3.833819522,0,0,0,0,0,0,0
"UNC5B-AS1",0,0,0,0,0,0,0,0,0,0,9.431768962,0,0,0
"UNC5D",0,0,0,0,0,0,0,0,0,-2.539427549,0,0,0,0
"UPK1B",0,0,0,0,0,0,0,0,0,0,0,0,0,1.62050396442
"UPK2",0,0,0,0,0,0,0,0,0,0,0,0,-3.38692225002,0
"USP18",0,0,12.17801175,0,0,0,0,0,0,0,0,0,0,0
"USP43",0,0,0,0,0,0,0,3.449224556,0,0,0,0,0,0
"UXS1",0,0,0,0,0,0,0,4.234970822,0,0,0,0,0,0
"VAMP5",0,0,0,0,0,-4.361074003,0,0,0,0,0,0,0,0
"VASH2",0,0,0,0,0,0,0,0,0,-3.043760196,0,0,0,0
"VAV3",-3.386485036,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEGFA",0,10.61289893,0,0,0,0,0,0,0,0,0,0,0,0
"VHL",0,0,0,0,0,0,0,0,-1.192308107,0,0,0,0,0
"VKORC1",0,5.419433674,0,0,0,0,0,0,0,0,0,0,0,0
"VLDLR",0,10.26633414,0,0,0,0,0,0,0,0,0,0,0,0
"VPREB1",0,0,0,0,0,0,0,0,0,-3.179690169,0,0,0,0
"VPREB3",0,0,0,0,0,0,0,0,0,-3.392337935,0,0,0,0
"VPS9D1-AS1",1.601747009,0,0,0,0,0,0,0,0,0,0,0,0,0
"VTRNA1-2",0,0,0,0,0,0,0,0,0,12.31490434,0,0,0,0
"VWA8",0,0,0,0,0,0,0,0,0,-3.60680434,0,0,0,0
"WBSCR27",0,0,0,0,0,-4.549873055,0,0,0,0,0,0,0,0
"WDR19",-1.493789424,0,0,0,0,0,0,0,0,0,0,0,0,0
"WDR3",0,0,0,2.299115299,0,0,0,0,0,0,0,0,0,0
"WDR31",0,0,0,0,0,-3.943838782,0,0,0,0,0,0,0,0
"WDR45B",0,4.504362332,0,0,0,0,0,0,0,0,0,0,0,0
"WDR54",0,5.695501642,0,0,0,0,0,0,0,0,0,0,0,0
"WDR63",0,0,0,0,0,0,0,0,0,0,13.09840588,0,0,0
"WDR78",0,0,0,0,0,-3.627122575,0,0,0,0,0,0,0,0
"WDR97",0,0,0,0,0,0,0,0,-1.350648835,0,0,0,0,0
"WFDC10A",0,0,0,0,0,0,0,0,1.598195959,0,0,0,0,0
"WFDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31768738028
"WFS1",0,0,0,0,0,0,0,0,0,0,0,0,4.21639521035,0
"WIPI2",0,0,0,0,0,-3.15306606,0,0,0,0,0,0,0,0
"WNT16",0,0,0,0,0,0,0,0,0,-2.038011228,0,0,0,0
"WNT8A",0,0,0,0,0,0,0,0,-1.84696161,0,0,0,0,0
"WSB1",0,7.024224348,0,0,0,0,0,0,0,0,0,0,0,0
"WT1-AS",0,0,0,0,0,0,0,0,2.22510536,0,0,0,0,0
"WTAP",0,0,0,0,3.766634403,0,0,3.221528199,0,0,0,0,0,0
"WWC1",0,0,0,0,0,0,0,0,0,0,0,0,5.58743801371,0
"XAF1",0,0,8.780286115,0,0,0,0,0,0,0,0,0,0,0
"XBP1",0,0,0,0,0,0,0,0,0,0,0,0,5.71530844515,0
"XK",0,0,0,0,0,0,0,0,0,-4.115595055,0,0,0,0
"XKR4",0,0,0,0,0,0,0,0,0,-3.632515764,0,0,0,0
"XPC",0,0,0,0,0,0,0,0,0,0,6.587026009,0,0,0
"XRCC3",1.487957075,0,0,1.543756562,0,0,0,0,0,0,0,0,0,0
"XRCC4",0,0,0,0,0,0,3.377231862,0,0,0,0,0,0,0
"XYLT1",0,0,0,0,0,0,3.197715603,0,0,0,0,0,0,0
"YBX2",0,0,0,0,0,-4.419857345,0,0,0,0,0,0,0,0
"YEATS2",0,5.353127517,0,0,0,0,0,0,0,0,0,0,0,0
"YIPF5",0,0,0,0,0,0,2.811936356,0,0,0,0,0,0,0
"YRDC",0,0,0,3.625646429,0,0,0,0,0,0,0,0,0,0
"ZBED8",-3.116848774,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBP1",0,0,1.94145156,0,0,0,0,0,0,0,0,0,0,0
"ZBTB16",0,0,0,0,0,0,0,0,0,0,0,10.6144369438,0,0
"ZBTB25",0,3.419058808,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB3",0,0,0,-1.569163973,0,0,0,0,0,0,0,0,0,0
"ZC3HAV1",0,0,5.133726993,0,0,0,0,0,0,0,0,0,0,0
"ZDHHC7",0,0,0,0,0,0,0,0,0,0,0,0,-4.83093256313,0
"ZFP30",0,0,0,0,0,0,0,0,0,0,0,0,0,1.53566031892
"ZIM3",0,0,0,0,0,0,0,0,1.498060659,0,0,0,0,0
"ZMAT3",0,0,0,0,0,0,0,0,0,0,7.956698265,0,0,0
"ZMPSTE24",0,-4.392340278,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF160",0,2.713924225,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF200",0,0,0,0,0,0,0,0,0,3.504692053,0,0,0,0
"ZNF224",-1.397309855,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF230",0,0,0,0,0,0,0,0,0,0,0,0,0,1.38534278144
"ZNF257",0,0,0,0,0,0,0,0,0,-4.556145548,0,0,0,0
"ZNF292",0,6.023938112,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF32-AS3",0,0,0,0,0,0,0,0,0.895893487,0,0,0,0,0
"ZNF337",0,0,0,0,0,0,0,0,0,0,3.30176303,0,0,0
"ZNF347",0,0,0,0,0,0,0,0,0,3.03105365,0,0,0,0
"ZNF350",-1.263500067,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF385D",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28117922528
"ZNF395",0,8.060934044,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF415",0,0,0,0,0,0,0,0,0,-2.783465058,0,0,0,0
"ZNF43",0,0,0,0,0,0,0,0,0,0,0,0,0,2.2320690359
"ZNF45",0,0,0,0,0,0,0,0,0,0,0,0,0,2.19565822721
"ZNF451",-1.056006881,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF552",0,0,0,0,0,0,0,0,0,0,0,0,2.88661715189,1.10289013974
"ZNF554",0,0,0,0,0,-2.674978239,0,0,0,0,0,0,0,0
"ZNF561",0,0,0,0,0,0,0,0,0,0,10.1232182,0,0,0
"ZNF571",-1.903966942,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF597",0,0,0,0,0,0,0,0,0,3.020880055,0,0,0,0
"ZNF613",0,0,0,0,0,0,0,0,0,0,0,0,0,1.33650285529
"ZNF654",0,4.288061963,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF669",0,0,0,0,0,0,0,0,0,-2.187453209,0,0,0,0
"ZNF701",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03723151382
"ZNF75D",-1.315819473,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF79",0,0,0,0,0,0,0,0,0,0,4.020263344,0,0,0
"ZNF83",0,0,0,0,0,0,0,0,0,0,-5.857518761,0,0,0
"ZNFX1",0,0,6.496398214,0,0,0,0,0,0,0,0,0,0,0
"ZNRF4",0,0,0,0,0,0,0,0,1.033885419,0,0,0,0,0
"ZSCAN2",0,0,0,0,0,-3.158743454,0,0,0,0,0,0,0,0
"ZSCAN31",-3.100091709,0,0,-3.327864221,0,0,0,0,0,0,0,0,0,0
"ZSCAN4",0,0,0,0,0,0,0,0,0,0,3.183462506,0,0,0
